Date,Solar_Irradiance,Temperature,Humidity,Wind_Speed,Precipitation,Location,Month,Year,DayOfYear,Season,Solar_Lag_1,Solar_Lag_7,Solar_Rolling_Mean_7
2023-05-31,7.379,32.29,57.47,2.19,0.46,Ghatkopar,5,2023,151,Summer,7.2413,7.3488,7.236142857142857
2023-06-01,7.5912,31.81,58.43,2.62,0.45,Ghatkopar,6,2023,152,Summer,7.379,7.5034,7.248685714285714
2023-06-02,7.2552,30.79,63.41,2.93,0.99,Ghatkopar,6,2023,153,Summer,7.5912,7.1002,7.270828571428572
2023-06-03,6.8738,30.26,68.69,2.56,1.59,Ghatkopar,6,2023,154,Summer,7.2552,6.9794,7.255742857142857
2023-06-04,6.4961,30.3,70.22,2.32,3.67,Ghatkopar,6,2023,155,Summer,6.8738,7.117,7.1670428571428575
2023-06-05,6.9403,29.85,71.39,2.2,2.68,Ghatkopar,6,2023,156,Summer,6.4961,7.3327,7.110985714285715
2023-06-06,7.0406,30.8,67.22,2.37,0.2,Ghatkopar,6,2023,157,Summer,6.9403,7.2413,7.082314285714285
2023-06-07,7.2847,30.67,67.33,2.4,0.18,Ghatkopar,6,2023,158,Summer,7.0406,7.379,7.068842857142857
2023-06-08,6.931,31.32,66.31,2.17,0.13,Ghatkopar,6,2023,159,Summer,7.2847,7.5912,6.974528571428571
2023-06-09,7.099,30.84,70.11,3.08,2.95,Ghatkopar,6,2023,160,Summer,6.931,7.2552,6.952214285714286
2023-06-10,7.1854,30.89,70.06,4.54,3.67,Ghatkopar,6,2023,161,Summer,7.099,6.8738,6.996728571428571
2023-06-11,5.8279,31.08,65.9,5.84,0.67,Ghatkopar,6,2023,162,Summer,7.1854,6.4961,6.9012714285714285
2023-06-12,5.5226,31.06,65.33,6.66,6.14,Ghatkopar,6,2023,163,Summer,5.8279,6.9403,6.698742857142856
2023-06-13,5.531,30.41,68.85,6.0,2.62,Ghatkopar,6,2023,164,Summer,5.5226,7.0406,6.483085714285714
2023-06-14,5.9731,30.44,69.54,6.02,10.22,Ghatkopar,6,2023,165,Summer,5.531,7.2847,6.295714285714285
2023-06-15,6.0278,30.3,71.44,6.1,3.32,Ghatkopar,6,2023,166,Summer,5.9731,6.931,6.166685714285714
2023-06-16,4.2389,30.27,73.47,6.65,2.52,Ghatkopar,6,2023,167,Summer,6.0278,7.099,5.7581
2023-06-17,5.4046,29.98,74.15,5.52,1.75,Ghatkopar,6,2023,168,Summer,4.2389,7.1854,5.503699999999999
2023-06-18,5.471,29.82,74.36,4.35,0.6,Ghatkopar,6,2023,169,Summer,5.4046,5.8279,5.452714285714285
2023-06-19,5.4197,29.93,73.52,3.66,0.3,Ghatkopar,6,2023,170,Summer,5.471,5.5226,5.438014285714286
2023-06-20,5.9825,30.1,73.31,3.57,0.37,Ghatkopar,6,2023,171,Summer,5.4197,5.531,5.502514285714286
2023-06-21,5.9016,29.99,72.87,3.22,0.38,Ghatkopar,6,2023,172,Summer,5.9825,5.9731,5.4923
2023-06-22,6.2304,29.93,73.01,3.14,1.49,Ghatkopar,6,2023,173,Summer,5.9016,6.0278,5.521242857142857
2023-06-23,6.5333,29.89,72.31,3.13,2.76,Ghatkopar,6,2023,174,Summer,6.2304,4.2389,5.8490142857142855
2023-06-24,4.4722,28.09,84.46,2.91,55.03,Ghatkopar,6,2023,175,Summer,6.5333,5.4046,5.715814285714286
2023-06-25,2.6822,27.97,84.09,2.38,48.76,Ghatkopar,6,2023,176,Summer,4.4722,5.471,5.317414285714285
2023-06-26,1.6526,27.25,84.99,2.78,60.95,Ghatkopar,6,2023,177,Summer,2.6822,5.4197,4.779257142857142
2023-06-27,2.5222,26.25,87.71,2.44,64.05,Ghatkopar,6,2023,178,Summer,1.6526,5.9825,4.284928571428571
2023-06-28,0.9487,27.11,87.84,4.65,55.61,Ghatkopar,6,2023,179,Summer,2.5222,5.9016,3.577371428571429
2023-06-29,2.4706,26.83,84.97,4.41,20.18,Ghatkopar,6,2023,180,Summer,0.9487,6.2304,3.0402571428571425
2023-06-30,1.1882,26.79,90.88,4.57,98.85,Ghatkopar,6,2023,181,Summer,2.4706,6.5333,2.276671428571429
2023-07-01,1.4683,27.0,89.98,4.56,37.16,Ghatkopar,7,2023,182,Monsoon,1.1882,4.4722,1.8475428571428572
2023-07-02,3.0977,27.56,88.65,4.26,26.88,Ghatkopar,7,2023,183,Monsoon,1.4683,2.6822,1.9069
2023-07-03,5.2339,27.63,89.9,3.67,40.78,Ghatkopar,7,2023,184,Monsoon,3.0977,1.6526,2.4185142857142856
2023-07-04,2.581,27.26,91.89,3.1,33.35,Ghatkopar,7,2023,185,Monsoon,5.2339,2.5222,2.4269142857142856
2023-07-05,2.5968,27.05,90.24,3.16,18.17,Ghatkopar,7,2023,186,Monsoon,2.581,0.9487,2.662357142857143
2023-07-06,3.1171,26.59,91.41,3.2,41.31,Ghatkopar,7,2023,187,Monsoon,2.5968,2.4706,2.754714285714286
2023-07-07,4.3145,27.11,93.43,5.05,58.42,Ghatkopar,7,2023,188,Monsoon,3.1171,1.1882,3.2013285714285717
2023-07-08,4.8626,27.09,89.74,5.24,24.86,Ghatkopar,7,2023,189,Monsoon,4.3145,1.4683,3.686228571428572
2023-07-09,3.503,26.84,89.38,4.74,13.56,Ghatkopar,7,2023,190,Monsoon,4.8626,3.0977,3.7441285714285715
2023-07-10,5.2447,26.98,88.89,3.84,6.49,Ghatkopar,7,2023,191,Monsoon,3.503,5.2339,3.7456714285714283
2023-07-11,4.1304,26.95,88.96,3.35,5.06,Ghatkopar,7,2023,192,Monsoon,5.2447,2.581,3.967014285714286
2023-07-12,2.8644,27.05,89.6,2.71,8.38,Ghatkopar,7,2023,193,Monsoon,4.1304,2.5968,4.005242857142856
2023-07-13,4.4095,27.02,89.12,2.72,23.03,Ghatkopar,7,2023,194,Monsoon,2.8644,3.1171,4.189871428571428
2023-07-14,2.4456,27.05,90.31,3.24,30.68,Ghatkopar,7,2023,195,Monsoon,4.4095,4.3145,3.9228857142857145
2023-07-15,4.1815,27.03,89.76,3.57,14.66,Ghatkopar,7,2023,196,Monsoon,2.4456,4.8626,3.8255857142857144
2023-07-16,3.3175,26.84,91.59,3.47,25.31,Ghatkopar,7,2023,197,Monsoon,4.1815,3.503,3.799085714285714
2023-07-17,2.3395,26.91,90.12,4.04,52.73,Ghatkopar,7,2023,198,Monsoon,3.3175,5.2447,3.384057142857143
2023-07-18,1.8374,26.62,92.45,4.93,129.54,Ghatkopar,7,2023,199,Monsoon,2.3395,4.1304,3.056485714285714
2023-07-19,1.0018,26.36,92.73,5.12,136.7,Ghatkopar,7,2023,200,Monsoon,1.8374,2.8644,2.7903999999999995
2023-07-20,2.6976,26.23,92.97,5.14,63.91,Ghatkopar,7,2023,201,Monsoon,1.0018,4.4095,2.5458428571428575
2023-07-21,2.7026,25.9,93.01,4.13,78.36,Ghatkopar,7,2023,202,Monsoon,2.6976,2.4456,2.582557142857143
2023-07-22,1.8326,25.89,93.97,4.33,60.22,Ghatkopar,7,2023,203,Monsoon,2.7026,4.1815,2.247
2023-07-23,3.1332,26.51,92.77,5.0,48.71,Ghatkopar,7,2023,204,Monsoon,1.8326,3.3175,2.220671428571429
2023-07-24,3.5729,26.58,92.2,4.78,61.74,Ghatkopar,7,2023,205,Monsoon,3.1332,2.3395,2.3968714285714285
2023-07-25,3.1829,26.07,93.85,3.85,60.93,Ghatkopar,7,2023,206,Monsoon,3.5729,1.8374,2.5890857142857144
2023-07-26,1.9342,26.16,93.55,4.15,112.09,Ghatkopar,7,2023,207,Monsoon,3.1829,1.0018,2.7222857142857144
2023-07-27,1.4894,26.18,93.2,4.55,80.52,Ghatkopar,7,2023,208,Monsoon,1.9342,2.6976,2.5496857142857143
2023-07-28,2.4101,26.27,92.03,4.47,52.54,Ghatkopar,7,2023,209,Monsoon,1.4894,2.7026,2.5079
2023-07-29,3.7253,26.31,90.8,4.34,25.27,Ghatkopar,7,2023,210,Monsoon,2.4101,1.8326,2.7782857142857145
2023-07-30,4.9572,26.2,91.69,4.23,18.35,Ghatkopar,7,2023,211,Monsoon,3.7253,3.1332,3.0388571428571427
2023-07-31,4.2034,26.45,91.64,4.5,15.75,Ghatkopar,7,2023,212,Monsoon,4.9572,3.5729,3.1289285714285717
2023-08-01,2.9172,26.35,91.56,4.71,16.14,Ghatkopar,8,2023,213,Monsoon,4.2034,3.1829,3.0909714285714287
2023-08-02,2.7101,26.03,91.66,4.44,7.61,Ghatkopar,8,2023,214,Monsoon,2.9172,1.9342,3.2018142857142857
2023-08-03,3.2702,26.02,90.48,4.27,5.84,Ghatkopar,8,2023,215,Monsoon,2.7101,1.4894,3.4562142857142857
2023-08-04,3.0662,26.36,90.24,4.51,13.43,Ghatkopar,8,2023,216,Monsoon,3.2702,2.4101,3.5499428571428573
2023-08-05,4.1035,26.13,90.23,4.05,8.19,Ghatkopar,8,2023,217,Monsoon,3.0662,3.7253,3.603971428571429
2023-08-06,3.5479,26.06,89.87,4.22,5.59,Ghatkopar,8,2023,218,Monsoon,4.1035,4.9572,3.4026428571428573
2023-08-07,3.7476,25.96,89.58,4.09,3.39,Ghatkopar,8,2023,219,Monsoon,3.5479,4.2034,3.337528571428571
2023-08-08,3.9326,26.17,89.06,3.98,4.73,Ghatkopar,8,2023,220,Monsoon,3.7476,2.9172,3.4825857142857144
2023-08-09,4.4302,26.12,90.39,3.16,5.86,Ghatkopar,8,2023,221,Monsoon,3.9326,2.7101,3.7283142857142857
2023-08-10,5.2265,26.0,90.12,2.91,9.57,Ghatkopar,8,2023,222,Monsoon,4.4302,3.2702,4.007785714285714
2023-08-11,5.2046,26.32,87.94,2.83,4.05,Ghatkopar,8,2023,223,Monsoon,5.2265,3.0662,4.313271428571428
2023-08-12,5.0035,26.13,87.7,3.1,4.83,Ghatkopar,8,2023,224,Monsoon,5.2046,4.1035,4.4418428571428565
2023-08-13,5.4043,25.74,89.2,3.28,5.99,Ghatkopar,8,2023,225,Monsoon,5.0035,3.5479,4.7070428571428575
2023-08-14,4.8168,25.92,88.41,3.33,2.91,Ghatkopar,8,2023,226,Monsoon,5.4043,3.7476,4.859785714285715
2023-08-15,4.7635,26.09,87.29,3.09,2.44,Ghatkopar,8,2023,227,Monsoon,4.8168,3.9326,4.978485714285715
2023-08-16,5.1703,26.13,87.73,2.77,3.93,Ghatkopar,8,2023,228,Monsoon,4.7635,4.4302,5.084214285714286
2023-08-17,5.1787,26.2,87.82,2.83,2.77,Ghatkopar,8,2023,229,Monsoon,5.1703,5.2265,5.077385714285714
2023-08-18,4.6387,26.09,88.29,3.02,2.64,Ghatkopar,8,2023,230,Monsoon,5.1787,5.2046,4.996542857142857
2023-08-19,3.3274,26.44,88.07,3.34,6.83,Ghatkopar,8,2023,231,Monsoon,4.6387,5.0035,4.7571
2023-08-20,3.1872,26.32,88.64,3.28,8.01,Ghatkopar,8,2023,232,Monsoon,3.3274,5.4043,4.440371428571429
2023-08-21,5.8435,26.13,87.58,2.65,4.27,Ghatkopar,8,2023,233,Monsoon,3.1872,4.8168,4.5870428571428565
2023-08-22,3.0722,26.19,88.66,2.67,9.25,Ghatkopar,8,2023,234,Monsoon,5.8435,4.7635,4.345428571428571
2023-08-23,4.2367,26.32,89.56,2.79,6.84,Ghatkopar,8,2023,235,Monsoon,3.0722,5.1703,4.212057142857143
2023-08-24,5.1161,26.7,89.74,3.17,12.16,Ghatkopar,8,2023,236,Monsoon,4.2367,5.1787,4.203114285714286
2023-08-25,4.9978,26.95,89.63,3.3,17.75,Ghatkopar,8,2023,237,Monsoon,5.1161,4.6387,4.254414285714286
2023-08-26,5.124,26.81,89.06,3.4,19.21,Ghatkopar,8,2023,238,Monsoon,4.9978,3.3274,4.511071428571428
2023-08-27,4.9025,26.79,88.54,3.14,18.6,Ghatkopar,8,2023,239,Monsoon,5.124,3.1872,4.756114285714285
2023-08-28,5.8654,26.22,90.29,2.52,10.12,Ghatkopar,8,2023,240,Monsoon,4.9025,5.8435,4.7592428571428576
2023-08-29,6.0612,26.37,87.35,1.97,1.43,Ghatkopar,8,2023,241,Monsoon,5.8654,3.0722,5.186242857142857
2023-08-30,6.4999,26.58,85.33,1.52,0.25,Ghatkopar,8,2023,242,Monsoon,6.0612,4.2367,5.509557142857143
2023-08-31,6.5986,26.63,86.41,1.56,0.28,Ghatkopar,8,2023,243,Monsoon,6.4999,5.1161,5.721342857142857
2023-09-01,6.2606,26.94,87.1,1.72,10.61,Ghatkopar,9,2023,244,Monsoon,6.5986,4.9978,5.901742857142858
2023-09-02,2.8027,25.86,90.45,2.04,23.17,Ghatkopar,9,2023,245,Monsoon,6.2606,5.124,5.570128571428571
2023-09-03,1.7134,26.19,87.68,2.02,3.75,Ghatkopar,9,2023,246,Monsoon,2.8027,4.9025,5.114542857142857
2023-09-04,6.1188,26.06,87.53,2.26,1.19,Ghatkopar,9,2023,247,Monsoon,1.7134,5.8654,5.150742857142857
2023-09-05,6.0948,26.16,86.33,2.06,0.67,Ghatkopar,9,2023,248,Monsoon,6.1188,6.0612,5.155542857142858
2023-09-06,5.7226,26.25,88.92,2.57,3.23,Ghatkopar,9,2023,249,Monsoon,6.0948,6.4999,5.0445
2023-09-07,2.0042,25.75,92.71,3.45,69.38,Ghatkopar,9,2023,250,Monsoon,5.7226,6.5986,4.3881571428571435
2023-09-08,1.091,26.26,92.93,3.88,66.91,Ghatkopar,9,2023,251,Monsoon,2.0042,6.2606,3.6496428571428576
2023-09-09,3.2986,26.76,91.55,3.31,14.62,Ghatkopar,9,2023,252,Monsoon,1.091,2.8027,3.720485714285714
2023-09-10,5.1163,27.02,90.72,2.85,5.8,Ghatkopar,9,2023,253,Monsoon,3.2986,1.7134,4.206614285714286
2023-09-11,5.9366,26.87,89.74,3.02,3.58,Ghatkopar,9,2023,254,Monsoon,5.1163,6.1188,4.180585714285714
2023-09-12,5.6254,26.54,88.44,2.43,1.38,Ghatkopar,9,2023,255,Monsoon,5.9366,6.0948,4.113528571428572
2023-09-13,5.8644,26.31,88.64,2.43,4.79,Ghatkopar,9,2023,256,Monsoon,5.6254,5.7226,4.133785714285715
2023-09-14,5.2826,26.48,87.4,1.78,6.99,Ghatkopar,9,2023,257,Monsoon,5.8644,2.0042,4.602128571428572
2023-09-15,4.8182,26.66,88.49,1.89,2.06,Ghatkopar,9,2023,258,Monsoon,5.2826,1.091,5.134585714285714
2023-09-16,2.4002,26.63,91.14,2.81,7.68,Ghatkopar,9,2023,259,Monsoon,4.8182,3.2986,5.006242857142857
2023-09-17,3.6274,27.13,89.42,3.51,9.28,Ghatkopar,9,2023,260,Monsoon,2.4002,5.1163,4.7935428571428575
2023-09-18,4.2146,27.14,89.08,3.83,16.68,Ghatkopar,9,2023,261,Monsoon,3.6274,5.9366,4.547542857142857
2023-09-19,5.4893,27.13,88.69,3.61,12.85,Ghatkopar,9,2023,262,Monsoon,4.2146,5.6254,4.5281
2023-09-20,4.645,27.19,90.8,3.28,18.3,Ghatkopar,9,2023,263,Monsoon,5.4893,5.8644,4.3539
2023-09-21,3.4606,26.93,92.2,2.04,31.49,Ghatkopar,9,2023,264,Monsoon,4.645,5.2826,4.093614285714286
2023-09-22,3.5798,26.7,91.06,1.62,17.51,Ghatkopar,9,2023,265,Monsoon,3.4606,4.8182,3.9166999999999996
2023-09-23,2.8394,26.13,93.22,1.75,32.05,Ghatkopar,9,2023,266,Monsoon,3.5798,2.4002,3.9794428571428573
2023-09-24,2.8217,25.92,91.28,1.81,13.16,Ghatkopar,9,2023,267,Monsoon,2.8394,3.6274,3.8643428571428573
2023-09-25,3.7678,26.02,91.69,1.92,14.84,Ghatkopar,9,2023,268,Monsoon,2.8217,4.2146,3.8005142857142853
2023-09-26,5.4751,26.09,91.69,1.61,19.45,Ghatkopar,9,2023,269,Monsoon,3.7678,5.4893,3.7984857142857145
2023-09-27,3.9962,26.76,91.89,2.14,20.73,Ghatkopar,9,2023,270,Monsoon,5.4751,4.645,3.7058000000000004
2023-09-28,3.3838,27.18,90.49,1.92,17.43,Ghatkopar,9,2023,271,Monsoon,3.9962,3.4606,3.694828571428571
2023-09-29,3.8328,27.71,86.97,1.93,16.05,Ghatkopar,9,2023,272,Monsoon,3.3838,3.5798,3.730971428571429
2023-09-30,4.3078,27.24,90.18,2.11,18.01,Ghatkopar,9,2023,273,Monsoon,3.8328,2.8394,3.9407428571428573
2023-10-01,4.1239,26.72,92.56,2.23,13.51,Ghatkopar,10,2023,274,Post-Monsoon,4.3078,2.8217,4.126771428571429
2023-10-02,4.6171,26.33,88.89,1.79,10.45,Ghatkopar,10,2023,275,Post-Monsoon,4.1239,3.7678,4.2481
2023-10-03,5.61,26.24,85.85,1.32,0.01,Ghatkopar,10,2023,276,Post-Monsoon,4.6171,5.4751,4.267371428571429
2023-10-04,5.9194,26.26,86.57,1.39,0.0,Ghatkopar,10,2023,277,Post-Monsoon,5.61,3.9962,4.542114285714286
2023-10-05,5.8812,25.82,87.03,1.56,0.01,Ghatkopar,10,2023,278,Post-Monsoon,5.9194,3.3838,4.898885714285714
2023-10-06,5.7329,26.09,85.84,1.39,0.04,Ghatkopar,10,2023,279,Post-Monsoon,5.8812,3.8328,5.170328571428571
2023-10-07,5.7221,26.49,86.21,1.51,0.0,Ghatkopar,10,2023,280,Post-Monsoon,5.7329,4.3078,5.372371428571428
2023-10-08,5.357,27.15,83.12,1.47,0.0,Ghatkopar,10,2023,281,Post-Monsoon,5.7221,4.1239,5.548528571428571
2023-10-09,5.6599,26.84,82.8,1.64,0.0,Ghatkopar,10,2023,282,Post-Monsoon,5.357,4.6171,5.6975
2023-10-10,5.7516,25.99,83.43,1.95,0.0,Ghatkopar,10,2023,283,Post-Monsoon,5.6599,5.61,5.717728571428571
2023-10-11,5.6904,26.17,81.64,1.58,0.0,Ghatkopar,10,2023,284,Post-Monsoon,5.7516,5.9194,5.685014285714286
2023-10-12,5.34,27.44,77.74,1.43,0.0,Ghatkopar,10,2023,285,Post-Monsoon,5.6904,5.8812,5.6076999999999995
2023-10-13,5.2212,27.74,76.37,1.69,0.05,Ghatkopar,10,2023,286,Post-Monsoon,5.34,5.7329,5.5346
2023-10-14,5.2123,27.78,72.26,1.29,0.08,Ghatkopar,10,2023,287,Post-Monsoon,5.2212,5.7221,5.461771428571429
2023-10-15,5.1062,27.44,77.19,1.4,0.21,Ghatkopar,10,2023,288,Post-Monsoon,5.2123,5.357,5.425942857142857
2023-10-16,4.344,27.76,76.57,1.38,0.4,Ghatkopar,10,2023,289,Post-Monsoon,5.1062,5.6599,5.237957142857143
2023-10-17,4.8386,27.63,75.47,1.3,0.45,Ghatkopar,10,2023,290,Post-Monsoon,4.344,5.7516,5.107528571428571
2023-10-18,4.9476,26.96,77.28,2.0,0.04,Ghatkopar,10,2023,291,Post-Monsoon,4.8386,5.6904,5.001414285714286
2023-10-19,5.2286,27.04,75.36,1.66,0.01,Ghatkopar,10,2023,292,Post-Monsoon,4.9476,5.34,4.9855
2023-10-20,4.5264,27.72,74.32,1.53,0.02,Ghatkopar,10,2023,293,Post-Monsoon,5.2286,5.2212,4.886242857142856
2023-10-21,4.6495,27.46,76.12,1.77,0.01,Ghatkopar,10,2023,294,Post-Monsoon,4.5264,5.2123,4.805842857142857
2023-10-22,4.925,27.48,77.2,1.51,0.05,Ghatkopar,10,2023,295,Post-Monsoon,4.6495,5.1062,4.779957142857143
2023-10-23,4.9526,26.83,73.63,1.68,0.0,Ghatkopar,10,2023,296,Post-Monsoon,4.925,4.344,4.8669
2023-10-24,4.9111,26.68,73.59,1.79,0.0,Ghatkopar,10,2023,297,Post-Monsoon,4.9526,4.8386,4.877257142857142
2023-10-25,5.113,25.92,71.17,2.15,0.0,Ghatkopar,10,2023,298,Post-Monsoon,4.9111,4.9476,4.900885714285715
2023-10-26,5.123,25.32,65.69,2.56,0.0,Ghatkopar,10,2023,299,Post-Monsoon,5.113,5.2286,4.885800000000001
2023-10-27,5.261,24.73,64.9,2.25,0.0,Ghatkopar,10,2023,300,Post-Monsoon,5.123,4.5264,4.990742857142857
2023-10-28,5.1072,25.12,64.73,2.02,0.0,Ghatkopar,10,2023,301,Post-Monsoon,5.261,4.6495,5.056128571428572
2023-10-29,4.9639,25.26,63.93,1.77,0.0,Ghatkopar,10,2023,302,Post-Monsoon,5.1072,4.925,5.061685714285715
2023-10-30,4.9454,25.0,65.25,2.34,0.0,Ghatkopar,10,2023,303,Post-Monsoon,4.9639,4.9526,5.060657142857143
2023-10-31,4.8211,24.78,67.0,2.27,0.0,Ghatkopar,10,2023,304,Post-Monsoon,4.9454,4.9111,5.0478000000000005
2023-11-01,4.913,24.59,70.12,2.23,0.0,Ghatkopar,11,2023,305,Post-Monsoon,4.8211,5.113,5.019228571428571
2023-11-02,4.7868,24.93,69.93,2.03,0.0,Ghatkopar,11,2023,306,Post-Monsoon,4.913,5.123,4.9712000000000005
2023-11-03,4.5408,25.31,69.14,2.14,0.0,Ghatkopar,11,2023,307,Post-Monsoon,4.7868,5.261,4.868314285714286
2023-11-04,4.345,25.78,66.62,2.55,0.0,Ghatkopar,11,2023,308,Post-Monsoon,4.5408,5.1072,4.759428571428572
2023-11-05,4.3277,26.29,72.09,2.37,0.01,Ghatkopar,11,2023,309,Post-Monsoon,4.345,4.9639,4.6685428571428575
2023-11-06,4.6109,25.16,71.9,2.7,0.01,Ghatkopar,11,2023,310,Post-Monsoon,4.3277,4.9454,4.620757142857143
2023-11-07,4.6042,25.66,76.32,2.05,0.0,Ghatkopar,11,2023,311,Post-Monsoon,4.6109,4.8211,4.589771428571429
2023-11-08,4.1657,26.07,81.78,1.92,3.53,Ghatkopar,11,2023,312,Post-Monsoon,4.6042,4.913,4.483014285714286
2023-11-09,4.3222,26.56,82.13,1.23,0.72,Ghatkopar,11,2023,313,Post-Monsoon,4.1657,4.7868,4.416642857142857
2023-11-10,4.3224,25.68,86.64,1.77,11.2,Ghatkopar,11,2023,314,Post-Monsoon,4.3222,4.5408,4.3854428571428565
2023-11-11,4.3219,26.08,74.28,2.17,1.33,Ghatkopar,11,2023,315,Post-Monsoon,4.3224,4.345,4.382142857142857
2023-11-12,4.4246,25.8,70.49,2.65,0.0,Ghatkopar,11,2023,316,Post-Monsoon,4.3219,4.3277,4.395985714285714
2023-11-13,4.6514,24.98,70.54,2.46,0.0,Ghatkopar,11,2023,317,Post-Monsoon,4.4246,4.6109,4.401771428571428
2023-11-14,4.4698,24.93,67.93,1.8,0.0,Ghatkopar,11,2023,318,Post-Monsoon,4.6514,4.6042,4.382571428571429
2023-11-15,4.435,24.24,68.0,1.79,0.0,Ghatkopar,11,2023,319,Post-Monsoon,4.4698,4.1657,4.421042857142857
2023-11-16,4.4534,24.22,66.02,1.99,0.0,Ghatkopar,11,2023,320,Post-Monsoon,4.435,4.3222,4.439785714285714
2023-11-17,4.0632,23.92,66.33,2.22,0.0,Ghatkopar,11,2023,321,Post-Monsoon,4.4534,4.3224,4.402757142857142
2023-11-18,4.1054,24.09,68.25,1.87,0.0,Ghatkopar,11,2023,322,Post-Monsoon,4.0632,4.3219,4.371828571428571
2023-11-19,4.0668,25.35,72.54,1.64,0.0,Ghatkopar,11,2023,323,Post-Monsoon,4.1054,4.4246,4.320714285714286
2023-11-20,4.1323,26.39,70.45,2.01,0.0,Ghatkopar,11,2023,324,Post-Monsoon,4.0668,4.6514,4.246557142857143
2023-11-21,4.2622,25.02,69.59,2.21,0.0,Ghatkopar,11,2023,325,Post-Monsoon,4.1323,4.4698,4.2169
2023-11-22,4.2886,23.82,67.69,2.37,0.0,Ghatkopar,11,2023,326,Post-Monsoon,4.2622,4.435,4.195985714285714
2023-11-23,4.2739,24.2,68.09,1.98,0.0,Ghatkopar,11,2023,327,Post-Monsoon,4.2886,4.4534,4.170342857142858
2023-11-24,4.0006,26.14,72.67,2.09,0.01,Ghatkopar,11,2023,328,Post-Monsoon,4.2739,4.0632,4.1613999999999995
2023-11-25,4.2506,26.83,70.86,2.25,1.59,Ghatkopar,11,2023,329,Post-Monsoon,4.0006,4.1054,4.182142857142858
2023-11-26,2.1449,25.79,82.77,2.38,6.62,Ghatkopar,11,2023,330,Post-Monsoon,4.2506,4.0668,3.9075857142857147
2023-11-27,3.6055,25.65,84.42,1.55,5.52,Ghatkopar,11,2023,331,Post-Monsoon,2.1449,4.1323,3.8323285714285715
2023-11-28,4.565,24.31,83.86,1.39,0.08,Ghatkopar,11,2023,332,Post-Monsoon,3.6055,4.2622,3.8755857142857146
2023-11-29,4.4218,23.3,81.23,1.3,0.0,Ghatkopar,11,2023,333,Post-Monsoon,4.565,4.2886,3.8946142857142863
2023-11-30,4.0618,23.86,82.04,1.34,0.08,Ghatkopar,11,2023,334,Post-Monsoon,4.4218,4.2739,3.864314285714286
2023-12-01,4.0248,23.68,83.39,1.29,0.09,Ghatkopar,12,2023,335,Winter,4.0618,4.0006,3.867771428571429
2023-12-02,4.3296,24.91,78.83,1.68,0.04,Ghatkopar,12,2023,336,Winter,4.0248,4.2506,3.8790571428571425
2023-12-03,4.0968,25.47,75.05,2.09,0.0,Ghatkopar,12,2023,337,Winter,4.3296,2.1449,4.1579
2023-12-04,3.8928,26.11,75.79,1.86,0.02,Ghatkopar,12,2023,338,Winter,4.0968,3.6055,4.198942857142858
2023-12-05,3.9166,25.52,71.85,1.93,0.0,Ghatkopar,12,2023,339,Winter,3.8928,4.565,4.106314285714285
2023-12-06,3.852,24.57,72.12,2.48,0.0,Ghatkopar,12,2023,340,Winter,3.9166,4.4218,4.024914285714286
2023-12-07,4.3454,24.46,73.0,1.76,0.01,Ghatkopar,12,2023,341,Winter,3.852,4.0618,4.065428571428571
2023-12-08,4.3272,24.19,73.51,1.86,0.0,Ghatkopar,12,2023,342,Winter,4.3454,4.0248,4.1086285714285715
2023-12-09,4.6226,24.72,68.87,1.55,0.0,Ghatkopar,12,2023,343,Winter,4.3272,4.3296,4.150485714285714
2023-12-10,4.6423,24.51,71.24,1.75,0.0,Ghatkopar,12,2023,344,Winter,4.6226,4.0968,4.228414285714286
2023-12-11,4.6529,24.28,71.95,1.39,0.0,Ghatkopar,12,2023,345,Winter,4.6423,3.8928,4.337
2023-12-12,4.5242,23.46,70.28,1.38,0.0,Ghatkopar,12,2023,346,Winter,4.6529,3.9166,4.4238
2023-12-13,4.3322,23.86,67.11,1.4,0.0,Ghatkopar,12,2023,347,Winter,4.5242,3.852,4.4924
2023-12-14,4.0985,24.02,63.28,2.53,0.0,Ghatkopar,12,2023,348,Winter,4.3322,4.3454,4.457128571428571
2023-12-15,3.9098,23.45,59.93,2.44,0.0,Ghatkopar,12,2023,349,Winter,4.0985,4.3272,4.3975
2023-12-16,4.0634,22.55,60.77,1.47,0.0,Ghatkopar,12,2023,350,Winter,3.9098,4.6226,4.317614285714286
2023-12-17,3.534,23.55,67.15,2.27,0.05,Ghatkopar,12,2023,351,Winter,4.0634,4.6423,4.159285714285714
2023-12-18,2.8627,23.24,64.3,3.95,0.33,Ghatkopar,12,2023,352,Winter,3.534,4.6529,3.903542857142857
2023-12-19,3.8431,23.03,60.35,3.73,0.0,Ghatkopar,12,2023,353,Winter,2.8627,4.5242,3.806242857142857
2023-12-20,3.3197,21.87,58.44,2.82,0.0,Ghatkopar,12,2023,354,Winter,3.8431,4.3322,3.6616
2023-12-21,3.6082,21.79,58.9,2.61,0.0,Ghatkopar,12,2023,355,Winter,3.3197,4.0985,3.5915571428571424
2023-12-22,2.7413,23.51,52.96,1.74,0.0,Ghatkopar,12,2023,356,Winter,3.6082,3.9098,3.4246285714285714
2023-12-23,4.573,24.49,54.41,1.76,0.0,Ghatkopar,12,2023,357,Winter,2.7413,4.0634,3.4974285714285713
